2017-01-01,"Lėšų nurašymas: Sąskaitos LT317044064000061387 tvarkymo mokestis už 2016 m. gruod., operac. Nr. 0239020170101000100163281, pervedama suma -0,29 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000","0,29",,"1,00000","0,29"
2017-01-02,"Lėšų įskaitymas: Į SAVO SĄSKAITĄ, mokėtojas ANDRIUS KVARACIEJUS, asm. kod.: 37205010545, mok. sąsk. LT817300010017767252, SWEDBANK AB, HABALT22XXX, mokesč. sąsk. LT317044064000061387 EUR, operac. Nr. 0240720170102001200016312, Nr. sistemoje 999SCTI17002A54Q, pervedama suma 12000,00 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000",,"12.000,00","1,00000","12.000,00"
2017-01-02,"Lėšų įskaitymas: Pardavimas 1.355 vnt. VP TAL1T ISIN EE3100004466 2017 01 02, AB SEB bankas, operac. Nr. 0240420170102000700002999, pervedama suma 1227,26 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000",,"1.227,26","1,00000","1.227,26"
2017-01-02,Komisinis mokestis už lėšų įskaitymą (1 x 0.41 EUR),"0,41",,"1,00000","0,41"
2017-01-03,"Lėšų nurašymas: Pirkimas 100 vnt. VP VSS1R ISIN LV0000100485 2017 01 03, operac. Nr. 0240420170103000500001051, pervedama suma -311,25 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000","311,25",,"1,00000","311,25"
2017-01-03,"Lėšų nurašymas: Pirkimas 150 vnt. VP GRD1R ISIN LV0000100659 2017 01 03, operac. Nr. 0240420170103000500001156, pervedama suma -659,24 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000","659,24",,"1,00000","659,24"
2017-01-03,"Lėšų nurašymas: Pirkimas 200 vnt. VP GRD1R ISIN LV0000100659 2017 01 03, operac. Nr. 0240420170103000500001178, pervedama suma -882,20 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000","882,20",,"1,00000","882,20"
2017-01-04,"Lėšų nurašymas: Pirkimas 210 vnt. VP VSS1R ISIN LV0000100485 2017 01 04, operac. Nr. 0240420170104000400001035, pervedama suma -654,74 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000","654,74",,"1,00000","654,74"
2017-01-04,"Lėšų nurašymas: Pirkimas 550 vnt. VP GRD1R ISIN LV0000100659 2017 01 04, operac. Nr. 0240420170104000400001159, pervedama suma -2403,86 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000","2.403,86",,"1,00000","2.403,86"
2017-01-04,"Lėšų nurašymas: Pirkimas 450 vnt. VP VSS1R ISIN LV0000100485 2017 01 04, operac. Nr. 0240420170104000400001197, pervedama suma -1398,49 EUR, sąskaitos valiutos keitimo kursas į EUR 1,00000","1.398,49",,"1,00000","1.398,49"
